No,商品コード,商品名称,細分類コード,細分類名称,メーカーコード,メーカー名称,出現日,容量,年月,地区コード,地区名称,金額,数量,平均価格,金額／販売店千人,数量／販売店千人,数量／店,販売店率
712,4904511006048,大黒　味噌ヌードル　７０Ｇ,111203,カップ麺,4904511,大黒食品工業,2010年03月01日,70,2023年10月,980,全国,87147,934,93.31,78.513,0.841,54.94,1.70%
712,4904511006048,大黒　味噌ヌードル　７０Ｇ,111203,カップ麺,4904511,大黒食品工業,2010年03月01日,70,2023年11月,980,全国,222526,2813,79.11,150.363,1.901,112.52,2.50%
712,4904511006048,大黒　味噌ヌードル　７０Ｇ,111203,カップ麺,4904511,大黒食品工業,2010年03月01日,70,2023年12月,980,全国,174078,2222,78.34,105.428,1.346,88.88,2.50%
713,4902105263266,日清　麺職人　醤油　８８ｇ×１２,111203,カップ麺,4902105,日清食品,2020年03月13日,1056,2023年01月,980,全国,178882,163,1097.44,77.586,0.071,4.53,3.60%
713,4902105263266,日清　麺職人　醤油　８８ｇ×１２,111203,カップ麺,4902105,日清食品,2020年03月13日,1056,2023年02月,980,全国,215474,187,1152.27,117.195,0.102,6.23,3.00%
713,4902105263266,日清　麺職人　醤油　８８ｇ×１２,111203,カップ麺,4902105,日清食品,2020年03月13日,1056,2023年03月,980,全国,234755,200,1173.78,54.094,0.046,3.13,6.39%
713,4902105263266,日清　麺職人　醤油　８８ｇ×１２,111203,カップ麺,4902105,日清食品,2020年03月13日,1056,2023年04月,980,全国,61506,48,1281.38,23.576,0.018,1.33,3.60%
713,4902105263266,日清　麺職人　醤油　８８ｇ×１２,111203,カップ麺,4902105,日清食品,2020年03月13日,1056,2023年05月,980,全国,77887,62,1256.24,28.365,0.023,1.59,3.90%
713,4902105263266,日清　麺職人　醤油　８８ｇ×１２,111203,カップ麺,4902105,日清食品,2020年03月13日,1056,2023年06月,980,全国,137294,108,1271.24,40.410,0.032,2.16,5.00%
713,4902105263266,日清　麺職人　醤油　８８ｇ×１２,111203,カップ麺,4902105,日清食品,2020年03月13日,1056,2023年07月,980,全国,226110,183,1235.57,86.507,0.070,4.58,4.00%
713,4902105263266,日清　麺職人　醤油　８８ｇ×１２,111203,カップ麺,4902105,日清食品,2020年03月13日,1056,2023年08月,980,全国,168247,135,1246.27,54.817,0.044,3.00,4.50%
713,4902105263266,日清　麺職人　醤油　８８ｇ×１２,111203,カップ麺,4902105,日清食品,2020年03月13日,1056,2023年09月,980,全国,90761,69,1315.38,66.902,0.051,3.00,2.30%
713,4902105263266,日清　麺職人　醤油　８８ｇ×１２,111203,カップ麺,4902105,日清食品,2020年03月13日,1056,2023年10月,980,全国,415144,339,1224.61,66.495,0.054,3.85,8.79%
713,4902105263266,日清　麺職人　醤油　８８ｇ×１２,111203,カップ麺,4902105,日清食品,2020年03月13日,1056,2023年11月,980,全国,299409,242,1237.23,106.915,0.086,5.15,4.70%
713,4902105263266,日清　麺職人　醤油　８８ｇ×１２,111203,カップ麺,4902105,日清食品,2020年03月13日,1056,2023年12月,980,全国,254797,203,1255.16,71.387,0.057,3.83,5.29%
714,4902220790791,ＣＯＯＰ　キャベツたっぷりソース焼そば　１２６ｇ,111203,カップ麺,4902220,日本生活協同組合連合会,2017年04月23日,126,2023年01月,980,全国,106688,826,129.16,63.097,0.489,27.53,3.00%
714,4902220790791,ＣＯＯＰ　キャベツたっぷりソース焼そば　１２６ｇ,111203,カップ麺,4902220,日本生活協同組合連合会,2017年04月23日,126,2023年02月,980,全国,105080,814,129.09,63.193,0.490,27.13,3.00%
714,4902220790791,ＣＯＯＰ　キャベツたっぷりソース焼そば　１２６ｇ,111203,カップ麺,4902220,日本生活協同組合連合会,2017年04月23日,126,2023年03月,980,全国,121851,947,128.67,67.552,0.525,31.57,3.00%
714,4902220790791,ＣＯＯＰ　キャベツたっぷりソース焼そば　１２６ｇ,111203,カップ麺,4902220,日本生活協同組合連合会,2017年04月23日,126,2023年04月,980,全国,118314,914,129.45,67.084,0.518,31.52,2.90%
714,4902220790791,ＣＯＯＰ　キャベツたっぷりソース焼そば　１２６ｇ,111203,カップ麺,4902220,日本生活協同組合連合会,2017年04月23日,126,2023年05月,980,全国,181047,1581,114.51,99.388,0.868,52.70,3.00%
714,4902220790791,ＣＯＯＰ　キャベツたっぷりソース焼そば　１２６ｇ,111203,カップ麺,4902220,日本生活協同組合連合会,2017年04月23日,126,2023年06月,980,全国,151302,1306,115.85,86.214,0.744,43.53,3.00%
714,4902220790791,ＣＯＯＰ　キャベツたっぷりソース焼そば　１２６ｇ,111203,カップ麺,4902220,日本生活協同組合連合会,2017年04月23日,126,2023年07月,980,全国,653342,6228,104.90,351.856,3.354,207.60,3.00%
714,4902220790791,ＣＯＯＰ　キャベツたっぷりソース焼そば　１２６ｇ,111203,カップ麺,4902220,日本生活協同組合連合会,2017年04月23日,126,2023年08月,980,全国,432024,3981,108.52,237.020,2.184,132.70,3.00%
714,4902220790791,ＣＯＯＰ　キャベツたっぷりソース焼そば　１２６ｇ,111203,カップ麺,4902220,日本生活協同組合連合会,2017年04月23日,126,2023年09月,980,全国,172945,1421,121.71,98.476,0.809,47.37,3.00%
714,4902220790791,ＣＯＯＰ　キャベツたっぷりソース焼そば　１２６ｇ,111203,カップ麺,4902220,日本生活協同組合連合会,2017年04月23日,126,2023年10月,980,全国,103128,691,149.24,56.649,0.380,23.83,2.90%
714,4902220790791,ＣＯＯＰ　キャベツたっぷりソース焼そば　１２６ｇ,111203,カップ麺,4902220,日本生活協同組合連合会,2017年04月23日,126,2023年11月,980,全国,105039,705,148.99,60.856,0.408,24.31,2.90%
714,4902220790791,ＣＯＯＰ　キャベツたっぷりソース焼そば　１２６ｇ,111203,カップ麺,4902220,日本生活協同組合連合会,2017年04月23日,126,2023年12月,980,全国,108260,725,149.32,57.340,0.384,24.17,3.00%
715,4902702010263,マルタイ　元祖泡系一幸舎監修豚骨ラーメン　１０９ｇ,111203,カップ麺,4902702,マルタイ,2022年01月29日,109,2023年01月,980,全国,213390,1169,182.54,78.064,0.428,32.47,3.60%
715,4902702010263,マルタイ　元祖泡系一幸舎監修豚骨ラーメン　１０９ｇ,111203,カップ麺,4902702,マルタイ,2022年01月29日,109,2023年02月,980,全国,190196,1048,181.48,72.607,0.400,29.11,3.60%
715,4902702010263,マルタイ　元祖泡系一幸舎監修豚骨ラーメン　１０９ｇ,111203,カップ麺,4902702,マルタイ,2022年01月29日,109,2023年03月,980,全国,190784,1040,183.45,64.762,0.353,28.11,3.70%
715,4902702010263,マルタイ　元祖泡系一幸舎監修豚骨ラーメン　１０９ｇ,111203,カップ麺,4902702,マルタイ,2022年01月29日,109,2023年04月,980,全国,215833,1149,187.84,57.327,0.305,26.11,4.40%
715,4902702010263,マルタイ　元祖泡系一幸舎監修豚骨ラーメン　１０９ｇ,111203,カップ麺,4902702,マルタイ,2022年01月29日,109,2023年05月,980,全国,197066,954,206.57,50.556,0.245,21.68,4.40%
715,4902702010263,マルタイ　元祖泡系一幸舎監修豚骨ラーメン　１０９ｇ,111203,カップ麺,4902702,マルタイ,2022年01月29日,109,2023年06月,980,全国,163946,728,225.20,43.848,0.195,16.93,4.30%
715,4902702010263,マルタイ　元祖泡系一幸舎監修豚骨ラーメン　１０９ｇ,111203,カップ麺,4902702,マルタイ,2022年01月29日,109,2023年07月,980,全国,189402,799,237.05,45.297,0.191,16.65,4.80%
715,4902702010263,マルタイ　元祖泡系一幸舎監修豚骨ラーメン　１０９ｇ,111203,カップ麺,4902702,マルタイ,2022年01月29日,109,2023年08月,980,全国,210176,884,237.76,50.715,0.213,18.42,4.80%
715,4902702010263,マルタイ　元祖泡系一幸舎監修豚骨ラーメン　１０９ｇ,111203,カップ麺,4902702,マルタイ,2022年01月29日,109,2023年09月,980,全国,150490,658,228.71,39.363,0.172,14.62,4.50%
715,4902702010263,マルタイ　元祖泡系一幸舎監修豚骨ラーメン　１０９ｇ,111203,カップ麺,4902702,マルタイ,2022年01月29日,109,2023年10月,980,全国,153971,656,234.71,28.745,0.122,10.09,6.49%
715,4902702010263,マルタイ　元祖泡系一幸舎監修豚骨ラーメン　１０９ｇ,111203,カップ麺,4902702,マルタイ,2022年01月29日,109,2023年11月,980,全国,158926,670,237.20,32.052,0.135,10.47,6.39%
715,4902702010263,マルタイ　元祖泡系一幸舎監修豚骨ラーメン　１０９ｇ,111203,カップ麺,4902702,マルタイ,2022年01月29日,109,2023年12月,980,全国,322703,1483,217.60,53.470,0.246,20.32,7.29%
716,4901990376754,マルちゃん　赤いきつねうどん　９６ｇ×１２,111203,カップ麺,4901990,東洋水産,2023年12月02日,1152,2023年12月,980,全国,2354693,1837,1281.81,426.465,0.333,24.17,7.59%
717,4903088014876,ニュータッチ　凄麺　青森煮干中華そば　１０４ｇ,111203,カップ麺,4903088,ヤマダイ,2020年06月03日,104,2023年01月,980,全国,411322,2001,205.56,95.909,0.467,26.33,7.59%
717,4903088014876,ニュータッチ　凄麺　青森煮干中華そば　１０４ｇ,111203,カップ麺,4903088,ヤマダイ,2020年06月03日,104,2023年02月,980,全国,247031,1161,212.77,78.848,0.371,18.14,6.39%
717,4903088014876,ニュータッチ　凄麺　青森煮干中華そば　１０４ｇ,111203,カップ麺,4903088,ヤマダイ,2020年06月03日,104,2023年03月,980,全国,306914,1451,211.52,76.469,0.362,21.03,6.89%
717,4903088014876,ニュータッチ　凄麺　青森煮干中華そば　１０４ｇ,111203,カップ麺,4903088,ヤマダイ,2020年06月03日,104,2023年04月,980,全国,439271,2056,213.65,82.587,0.387,25.38,8.09%
717,4903088014876,ニュータッチ　凄麺　青森煮干中華そば　１０４ｇ,111203,カップ麺,4903088,ヤマダイ,2020年06月03日,104,2023年05月,980,全国,326170,1518,214.87,67.256,0.313,21.08,7.19%
717,4903088014876,ニュータッチ　凄麺　青森煮干中華そば　１０４ｇ,111203,カップ麺,4903088,ヤマダイ,2020年06月03日,104,2023年06月,980,全国,145925,662,220.43,48.317,0.219,13.79,4.80%
717,4903088014876,ニュータッチ　凄麺　青森煮干中華そば　１０４ｇ,111203,カップ麺,4903088,ヤマダイ,2020年06月03日,104,2023年07月,980,全国,312937,1441,217.17,74.147,0.341,21.83,6.59%
717,4903088014876,ニュータッチ　凄麺　青森煮干中華そば　１０４ｇ,111203,カップ麺,4903088,ヤマダイ,2020年06月03日,104,2023年08月,980,全国,126653,569,222.59,44.005,0.198,13.55,4.20%
717,4903088014876,ニュータッチ　凄麺　青森煮干中華そば　１０４ｇ,111203,カップ麺,4903088,ヤマダイ,2020年06月03日,104,2023年09月,980,全国,32823,150,218.82,21.273,0.097,5.56,2.70%
717,4903088014876,ニュータッチ　凄麺　青森煮干中華そば　１０４ｇ,111203,カップ麺,4903088,ヤマダイ,2020年06月03日,104,2023年10月,980,全国,2321,10,232.10,7.011,0.030,1.43,0.70%
717,4903088014876,ニュータッチ　凄麺　青森煮干中華そば　１０４ｇ,111203,カップ麺,4903088,ヤマダイ,2020年06月03日,104,2023年11月,980,全国,2790,18,155.00,19.298,0.125,3.60,0.50%
717,4903088014876,ニュータッチ　凄麺　青森煮干中華そば　１０４ｇ,111203,カップ麺,4903088,ヤマダイ,2020年06月03日,104,2023年12月,980,全国,199,1,199.00,1.868,0.009,1.00,0.10%
718,4901990364225,マルちゃん　激めんワンタンメンえびみそ味　１０４ｇ,111203,カップ麺,4901990,東洋水産,2019年09月21日,104,2023年01月,980,全国,249298,2057,121.19,67.498,0.557,36.73,5.59%
718,4901990364225,マルちゃん　激めんワンタンメンえびみそ味　１０４ｇ,111203,カップ麺,4901990,東洋水産,2019年09月21日,104,2023年02月,980,全国,207623,1714,121.13,62.663,0.517,32.96,5.19%
718,4901990364225,マルちゃん　激めんワンタンメンえびみそ味　１０４ｇ,111203,カップ麺,4901990,東洋水産,2019年09月21日,104,2023年03月,980,全国,185258,1525,121.48,49.511,0.408,29.33,5.19%
718,4901990364225,マルちゃん　激めんワンタンメンえびみそ味　１０４ｇ,111203,カップ麺,4901990,東洋水産,2019年09月21日,104,2023年04月,980,全国,168195,1349,124.68,41.658,0.334,24.09,5.59%
718,4901990364225,マルちゃん　激めんワンタンメンえびみそ味　１０４ｇ,111203,カップ麺,4901990,東洋水産,2019年09月21日,104,2023年05月,980,全国,321104,2808,114.35,73.482,0.643,48.41,5.79%
718,4901990364225,マルちゃん　激めんワンタンメンえびみそ味　１０４ｇ,111203,カップ麺,4901990,東洋水産,2019年09月21日,104,2023年06月,980,全国,142392,1055,134.97,35.391,0.262,19.54,5.39%
718,4901990364225,マルちゃん　激めんワンタンメンえびみそ味　１０４ｇ,111203,カップ麺,4901990,東洋水産,2019年09月21日,104,2023年07月,980,全国,159800,1169,136.70,38.958,0.285,22.48,5.19%
718,4901990364225,マルちゃん　激めんワンタンメンえびみそ味　１０４ｇ,111203,カップ麺,4901990,東洋水産,2019年09月21日,104,2023年08月,980,全国,170319,1248,136.47,41.666,0.305,24.00,5.19%
718,4901990364225,マルちゃん　激めんワンタンメンえびみそ味　１０４ｇ,111203,カップ麺,4901990,東洋水産,2019年09月21日,104,2023年09月,980,全国,188852,1460,129.35,49.342,0.381,28.08,5.19%
718,4901990364225,マルちゃん　激めんワンタンメンえびみそ味　１０４ｇ,111203,カップ麺,4901990,東洋水産,2019年09月21日,104,2023年10月,980,全国,152916,1143,133.78,40.188,0.300,23.33,4.90%
718,4901990364225,マルちゃん　激めんワンタンメンえびみそ味　１０４ｇ,111203,カップ麺,4901990,東洋水産,2019年09月21日,104,2023年11月,980,全国,187102,1517,123.34,55.662,0.451,32.98,4.60%
718,4901990364225,マルちゃん　激めんワンタンメンえびみそ味　１０４ｇ,111203,カップ麺,4901990,東洋水産,2019年09月21日,104,2023年12月,980,全国,220266,1816,121.29,62.287,0.514,41.27,4.40%
719,4904511001647,大黒　マイフレンド　ビッグたぬきうどん　１２０ｇ,111203,カップ麺,4904511,大黒食品工業,2002年04月01日,120,2023年01月,980,全国,168421,1739,96.85,75.277,0.777,52.70,3.30%
719,4904511001647,大黒　マイフレンド　ビッグたぬきうどん　１２０ｇ,111203,カップ麺,4904511,大黒食品工業,2002年04月01日,120,2023年02月,980,全国,200252,2054,97.49,83.809,0.860,51.35,4.00%
719,4904511001647,大黒　マイフレンド　ビッグたぬきうどん　１２０ｇ,111203,カップ麺,4904511,大黒食品工業,2002年04月01日,120,2023年03月,980,全国,212350,2121,100.12,74.652,0.746,49.33,4.30%
719,4904511001647,大黒　マイフレンド　ビッグたぬきうどん　１２０ｇ,111203,カップ麺,4904511,大黒食品工業,2002年04月01日,120,2023年04月,980,全国,212412,2204,96.38,76.124,0.790,48.98,4.50%
719,4904511001647,大黒　マイフレンド　ビッグたぬきうどん　１２０ｇ,111203,カップ麺,4904511,大黒食品工業,2002年04月01日,120,2023年05月,980,全国,194312,2009,96.72,65.619,0.678,45.66,4.40%
719,4904511001647,大黒　マイフレンド　ビッグたぬきうどん　１２０ｇ,111203,カップ麺,4904511,大黒食品工業,2002年04月01日,120,2023年06月,980,全国,214675,2193,97.89,85.619,0.875,53.49,4.10%
719,4904511001647,大黒　マイフレンド　ビッグたぬきうどん　１２０ｇ,111203,カップ麺,4904511,大黒食品工業,2002年04月01日,120,2023年07月,980,全国,198175,2063,96.06,77.996,0.812,52.90,3.90%
719,4904511001647,大黒　マイフレンド　ビッグたぬきうどん　１２０ｇ,111203,カップ麺,4904511,大黒食品工業,2002年04月01日,120,2023年08月,980,全国,179969,1760,102.26,69.604,0.681,45.13,3.90%
719,4904511001647,大黒　マイフレンド　ビッグたぬきうどん　１２０ｇ,111203,カップ麺,4904511,大黒食品工業,2002年04月01日,120,2023年09月,980,全国,186365,1773,105.11,78.331,0.745,46.66,3.80%
719,4904511001647,大黒　マイフレンド　ビッグたぬきうどん　１２０ｇ,111203,カップ麺,4904511,大黒食品工業,2002年04月01日,120,2023年10月,980,全国,202190,1917,105.47,88.425,0.838,53.25,3.60%
719,4904511001647,大黒　マイフレンド　ビッグたぬきうどん　１２０ｇ,111203,カップ麺,4904511,大黒食品工業,2002年04月01日,120,2023年11月,980,全国,192386,1844,104.33,93.588,0.897,54.24,3.40%
719,4904511001647,大黒　マイフレンド　ビッグたぬきうどん　１２０ｇ,111203,カップ麺,4904511,大黒食品工業,2002年04月01日,120,2023年12月,980,全国,180405,1674,107.77,78.578,0.729,50.73,3.30%
720,4901990052320,マルちゃん　ホットワンタン焼きあごだしスープ４７ｇ,111203,カップ麺,4901990,東洋水産,2022年09月17日,47,2023年01月,980,全国,757793,6628,114.33,135.297,1.183,70.51,9.39%
720,4901990052320,マルちゃん　ホットワンタン焼きあごだしスープ４７ｇ,111203,カップ麺,4901990,東洋水産,2022年09月17日,47,2023年02月,980,全国,548256,4459,122.95,101.536,0.826,47.95,9.29%
720,4901990052320,マルちゃん　ホットワンタン焼きあごだしスープ４７ｇ,111203,カップ麺,4901990,東洋水産,2022年09月17日,47,2023年03月,980,全国,561954,4993,112.55,89.193,0.792,49.44,10.09%
720,4901990052320,マルちゃん　ホットワンタン焼きあごだしスープ４７ｇ,111203,カップ麺,4901990,東洋水産,2022年09月17日,47,2023年04月,980,全国,380108,4115,92.37,136.803,1.481,100.37,4.10%
720,4901990052320,マルちゃん　ホットワンタン焼きあごだしスープ４７ｇ,111203,カップ麺,4901990,東洋水産,2022年09月17日,47,2023年05月,980,全国,18421,142,129.73,19.025,0.147,10.14,1.40%
720,4901990052320,マルちゃん　ホットワンタン焼きあごだしスープ４７ｇ,111203,カップ麺,4901990,東洋水産,2022年09月17日,47,2023年06月,980,全国,4920,39,126.15,25.549,0.203,13.00,0.30%
720,4901990052320,マルちゃん　ホットワンタン焼きあごだしスープ４７ｇ,111203,カップ麺,4901990,東洋水産,2022年09月17日,47,2023年07月,980,全国,14807,162,91.40,137.474,1.504,81.00,0.20%
721,4901071401979,エースコック　飲み干す一杯　函館塩ラーメン　６０ｇ,111203,カップ麺,4901071,エースコック,2023年08月26日,60,2023年08月,980,全国,251253,2185,114.99,27.944,0.243,18.84,11.59%
721,4901071401979,エースコック　飲み干す一杯　函館塩ラーメン　６０ｇ,111203,カップ麺,4901071,エースコック,2023年08月26日,60,2023年09月,980,全国,848671,7638,111.11,83.223,0.749,53.41,14.29%
721,4901071401979,エースコック　飲み干す一杯　函館塩ラーメン　６０ｇ,111203,カップ麺,4901071,エースコック,2023年08月26日,60,2023年10月,980,全国,420569,3735,112.60,50.778,0.451,33.05,11.29%
721,4901071401979,エースコック　飲み干す一杯　函館塩ラーメン　６０ｇ,111203,カップ麺,4901071,エースコック,2023年08月26日,60,2023年11月,980,全国,341805,2939,116.30,67.694,0.582,39.72,7.39%
721,4901071401979,エースコック　飲み干す一杯　函館塩ラーメン　６０ｇ,111203,カップ麺,4901071,エースコック,2023年08月26日,60,2023年12月,980,全国,417603,3545,117.80,80.359,0.682,51.38,6.89%
722,4901734050582,サンヨー　赤から監修　赤から鍋味焼そば　１３０ｇ,111203,カップ麺,4901734,サンヨー食品,2023年07月28日,130,2023年07月,980,全国,195428,845,231.28,17.326,0.075,5.63,14.99%
722,4901734050582,サンヨー　赤から監修　赤から鍋味焼そば　１３０ｇ,111203,カップ麺,4901734,サンヨー食品,2023年07月28日,130,2023年08月,980,全国,1775744,7656,231.94,99.119,0.427,30.87,24.78%
722,4901734050582,サンヨー　赤から監修　赤から鍋味焼そば　１３０ｇ,111203,カップ麺,4901734,サンヨー食品,2023年07月28日,130,2023年09月,980,全国,189558,864,219.40,41.889,0.191,10.80,7.99%
722,4901734050582,サンヨー　赤から監修　赤から鍋味焼そば　１３０ｇ,111203,カップ麺,4901734,サンヨー食品,2023年07月28日,130,2023年10月,980,全国,93903,683,137.49,71.767,0.522,24.39,2.80%
722,4901734050582,サンヨー　赤から監修　赤から鍋味焼そば　１３０ｇ,111203,カップ麺,4901734,サンヨー食品,2023年07月28日,130,2023年11月,980,全国,9275,59,157.20,30.277,0.193,8.43,0.70%
722,4901734050582,サンヨー　赤から監修　赤から鍋味焼そば　１３０ｇ,111203,カップ麺,4901734,サンヨー食品,2023年07月28日,130,2023年12月,980,全国,2599,18,144.39,6.795,0.047,2.57,0.70%
723,4901734050520,塩カルビ味焼そばフンドーキン青柚子こしょう１００ｇ,111203,カップ麺,4901734,サンヨー食品,2023年07月21日,100,2023年07月,980,全国,1065156,7933,134.27,58.722,0.437,29.82,26.57%
723,4901734050520,塩カルビ味焼そばフンドーキン青柚子こしょう１００ｇ,111203,カップ麺,4901734,サンヨー食品,2023年07月21日,100,2023年08月,980,全国,908976,6916,131.43,56.257,0.428,28.00,24.68%
723,4901734050520,塩カルビ味焼そばフンドーキン青柚子こしょう１００ｇ,111203,カップ麺,4901734,サンヨー食品,2023年07月21日,100,2023年09月,980,全国,117657,885,132.95,44.080,0.332,17.70,5.00%
723,4901734050520,塩カルビ味焼そばフンドーキン青柚子こしょう１００ｇ,111203,カップ麺,4901734,サンヨー食品,2023年07月21日,100,2023年10月,980,全国,138077,1074,128.56,121.822,0.948,56.53,1.90%
723,4901734050520,塩カルビ味焼そばフンドーキン青柚子こしょう１００ｇ,111203,カップ麺,4901734,サンヨー食品,2023年07月21日,100,2023年11月,980,全国,34180,271,126.13,99.705,0.791,45.17,0.60%
723,4901734050520,塩カルビ味焼そばフンドーキン青柚子こしょう１００ｇ,111203,カップ麺,4901734,サンヨー食品,2023年07月21日,100,2023年12月,980,全国,222,3,74.00,3.426,0.046,3.00,0.10%
724,4901071401764,焼そばモッチッチ　ペペロンチーノ風　９４ｇ,111203,カップ麺,4901071,エースコック,2023年08月05日,94,2023年08月,980,全国,1443480,10645,135.60,80.563,0.594,42.08,25.27%
724,4901071401764,焼そばモッチッチ　ペペロンチーノ風　９４ｇ,111203,カップ麺,4901071,エースコック,2023年08月05日,94,2023年09月,980,全国,209347,1585,132.08,37.542,0.284,14.95,10.59%
724,4901071401764,焼そばモッチッチ　ペペロンチーノ風　９４ｇ,111203,カップ麺,4901071,エースコック,2023年08月05日,94,2023年10月,980,全国,334467,3201,104.49,117.441,1.124,61.56,5.19%
724,4901071401764,焼そばモッチッチ　ペペロンチーノ風　９４ｇ,111203,カップ麺,4901071,エースコック,2023年08月05日,94,2023年11月,980,全国,273563,2684,101.92,181.367,1.779,107.36,2.50%
724,4901071401764,焼そばモッチッチ　ペペロンチーノ風　９４ｇ,111203,カップ麺,4901071,エースコック,2023年08月05日,94,2023年12月,980,全国,2012,15,134.13,11.925,0.089,5.00,0.30%
725,4902105272817,日清　カップヌードウ　味噌　８２ｇ,111203,カップ麺,4902105,日清食品,2023年01月14日,82,2023年01月,980,全国,734549,5618,130.75,212.371,1.624,98.56,5.69%
725,4902105272817,日清　カップヌードウ　味噌　８２ｇ,111203,カップ麺,4902105,日清食品,2023年01月14日,82,2023年02月,980,全国,888764,7286,121.98,282.150,2.313,140.12,5.19%
725,4902105272817,日清　カップヌードウ　味噌　８２ｇ,111203,カップ麺,4902105,日清食品,2023年01月14日,82,2023年03月,980,全国,506984,4293,118.10,220.158,1.864,122.66,3.50%
725,4902105272817,日清　カップヌードウ　味噌　８２ｇ,111203,カップ麺,4902105,日清食品,2023年01月14日,82,2023年04月,980,全国,88751,837,106.03,109.359,1.031,59.79,1.40%
725,4902105272817,日清　カップヌードウ　味噌　８２ｇ,111203,カップ麺,4902105,日清食品,2023年01月14日,82,2023年05月,980,全国,30240,270,112.00,119.793,1.070,54.00,0.50%
725,4902105272817,日清　カップヌードウ　味噌　８２ｇ,111203,カップ麺,4902105,日清食品,2023年01月14日,82,2023年06月,980,全国,6474,64,101.16,74.418,0.736,32.00,0.20%
726,4901990374200,マルちゃん　鶏肉盛りの黄色い博多ラーメン　９８ｇ,111203,カップ麺,4901990,東洋水産,2023年03月25日,98,2023年03月,980,全国,438187,2600,168.53,34.593,0.205,13.83,18.78%
726,4901990374200,マルちゃん　鶏肉盛りの黄色い博多ラーメン　９８ｇ,111203,カップ麺,4901990,東洋水産,2023年03月25日,98,2023年04月,980,全国,873580,5744,152.09,63.690,0.419,28.02,20.48%
726,4901990374200,マルちゃん　鶏肉盛りの黄色い博多ラーメン　９８ｇ,111203,カップ麺,4901990,東洋水産,2023年03月25日,98,2023年05月,980,全国,225225,1382,162.97,30.296,0.186,12.92,10.69%
726,4901990374200,マルちゃん　鶏肉盛りの黄色い博多ラーメン　９８ｇ,111203,カップ麺,4901990,東洋水産,2023年03月25日,98,2023年06月,980,全国,123469,706,174.89,27.007,0.154,11.21,6.29%
726,4901990374200,マルちゃん　鶏肉盛りの黄色い博多ラーメン　９８ｇ,111203,カップ麺,4901990,東洋水産,2023年03月25日,98,2023年07月,980,全国,65294,335,194.91,16.973,0.087,6.70,5.00%
726,4901990374200,マルちゃん　鶏肉盛りの黄色い博多ラーメン　９８ｇ,111203,カップ麺,4901990,東洋水産,2023年03月25日,98,2023年08月,980,全国,86835,471,184.36,26.640,0.144,11.21,4.20%
726,4901990374200,マルちゃん　鶏肉盛りの黄色い博多ラーメン　９８ｇ,111203,カップ麺,4901990,東洋水産,2023年03月25日,98,2023年09月,980,全国,133768,974,137.34,42.233,0.308,22.65,4.30%
726,4901990374200,マルちゃん　鶏肉盛りの黄色い博多ラーメン　９８ｇ,111203,カップ麺,4901990,東洋水産,2023年03月25日,98,2023年10月,980,全国,35625,276,129.08,19.260,0.149,11.50,2.40%
726,4901990374200,マルちゃん　鶏肉盛りの黄色い博多ラーメン　９８ｇ,111203,カップ麺,4901990,東洋水産,2023年03月25日,98,2023年11月,980,全国,262035,2607,100.51,273.724,2.723,217.25,1.20%
726,4901990374200,マルちゃん　鶏肉盛りの黄色い博多ラーメン　９８ｇ,111203,カップ麺,4901990,東洋水産,2023年03月25日,98,2023年12月,980,全国,3556,22,161.64,13.896,0.086,5.50,0.40%
727,4901734049593,山田うどん食堂監修　赤パンチ味うどん　６５ｇ,111203,カップ麺,4901734,サンヨー食品,2023年04月14日,65,2023年04月,980,全国,1230094,9738,126.32,63.013,0.499,34.29,28.37%
727,4901734049593,山田うどん食堂監修　赤パンチ味うどん　６５ｇ,111203,カップ麺,4901734,サンヨー食品,2023年04月14日,65,2023年05月,980,全国,654592,5480,119.45,38.747,0.324,22.37,24.48%
727,4901734049593,山田うどん食堂監修　赤パンチ味うどん　６５ｇ,111203,カップ麺,4901734,サンヨー食品,2023年04月14日,65,2023年06月,980,全国,150021,1372,109.34,25.037,0.229,13.72,9.99%
727,4901734049593,山田うどん食堂監修　赤パンチ味うどん　６５ｇ,111203,カップ麺,4901734,サンヨー食品,2023年04月14日,65,2023年07月,980,全国,172687,1684,102.55,57.479,0.561,33.02,5.09%
727,4901734049593,山田うどん食堂監修　赤パンチ味うどん　６５ｇ,111203,カップ麺,4901734,サンヨー食品,2023年04月14日,65,2023年08月,980,全国,26758,255,104.93,22.475,0.214,11.09,2.30%
727,4901734049593,山田うどん食堂監修　赤パンチ味うどん　６５ｇ,111203,カップ麺,4901734,サンヨー食品,2023年04月14日,65,2023年09月,980,全国,6480,58,111.72,20.452,0.183,7.25,0.80%
727,4901734049593,山田うどん食堂監修　赤パンチ味うどん　６５ｇ,111203,カップ麺,4901734,サンヨー食品,2023年04月14日,65,2023年10月,980,全国,1398,12,116.50,7.121,0.061,3.00,0.40%
728,4902105236529,日清　千とせ　肉うどん　７３ｇ,111203,カップ麺,4902105,日清食品,2016年08月06日,73,2023年01月,980,全国,722772,5405,133.72,175.882,1.315,75.07,7.19%
728,4902105236529,日清　千とせ　肉うどん　７３ｇ,111203,カップ麺,4902105,日清食品,2016年08月06日,73,2023年02月,980,全国,108304,803,134.87,80.230,0.595,26.77,3.00%
