No,商品コード,商品名称,細分類コード,細分類名称,メーカーコード,メーカー名称,出現日,容量,年月,地区コード,地区名称,金額,数量,平均価格,金額／販売店千人,数量／販売店千人,数量／店,販売店率
88,4902105221716,日清　どん兵衛きつねうどん,111203,カップ麺,4902105,日清食品,2014年01月11日,72,2023年03月,980,全国,5455135,54829,99.49,497.779,5.003,297.98,18.38%
88,4902105221716,日清　どん兵衛きつねうどん,111203,カップ麺,4902105,日清食品,2014年01月11日,72,2023年04月,980,全国,1862911,18865,98.75,281.134,2.847,169.95,11.09%
88,4902105221716,日清　どん兵衛きつねうどん,111203,カップ麺,4902105,日清食品,2014年01月11日,72,2023年05月,980,全国,855233,9261,92.35,305.838,3.312,189.00,4.90%
88,4902105221716,日清　どん兵衛きつねうどん,111203,カップ麺,4902105,日清食品,2014年01月11日,72,2023年06月,980,全国,123741,1326,93.32,127.665,1.368,69.79,1.90%
88,4902105221716,日清　どん兵衛きつねうどん,111203,カップ麺,4902105,日清食品,2014年01月11日,72,2023年07月,980,全国,128,1,128.00,1.944,0.015,1.00,0.10%
88,4902105221716,日清　どん兵衛きつねうどん,111203,カップ麺,4902105,日清食品,2014年01月11日,72,2023年08月,980,全国,95882,846,113.34,38.837,0.343,24.17,3.50%
88,4902105221716,日清　どん兵衛きつねうどん,111203,カップ麺,4902105,日清食品,2014年01月11日,72,2023年09月,980,全国,6704099,60054,111.63,555.789,4.979,298.78,20.08%
88,4902105221716,日清　どん兵衛きつねうどん,111203,カップ麺,4902105,日清食品,2014年01月11日,72,2023年10月,980,全国,4434004,39740,111.58,418.438,3.750,237.96,16.68%
88,4902105221716,日清　どん兵衛きつねうどん,111203,カップ麺,4902105,日清食品,2014年01月11日,72,2023年11月,980,全国,1231625,11221,109.76,267.644,2.438,151.64,7.39%
88,4902105221716,日清　どん兵衛きつねうどん,111203,カップ麺,4902105,日清食品,2014年01月11日,72,2023年12月,980,全国,297600,2929,101.60,209.469,2.062,122.04,2.40%
89,4901071235734,スーパーカップ１．５倍　みそラーメン　１２９ｇ,111203,カップ麺,4901071,エースコック,2022年06月04日,129,2023年01月,980,全国,2548804,19375,131.55,84.851,0.645,36.70,52.75%
89,4901071235734,スーパーカップ１．５倍　みそラーメン　１２９ｇ,111203,カップ麺,4901071,エースコック,2022年06月04日,129,2023年02月,980,全国,2516500,19906,126.42,87.933,0.696,38.21,52.05%
89,4901071235734,スーパーカップ１．５倍　みそラーメン　１２９ｇ,111203,カップ麺,4901071,エースコック,2022年06月04日,129,2023年03月,980,全国,2408692,18506,130.16,77.263,0.594,35.32,52.35%
89,4901071235734,スーパーカップ１．５倍　みそラーメン　１２９ｇ,111203,カップ麺,4901071,エースコック,2022年06月04日,129,2023年04月,980,全国,2155669,16563,130.15,72.133,0.554,32.35,51.15%
89,4901071235734,スーパーカップ１．５倍　みそラーメン　１２９ｇ,111203,カップ麺,4901071,エースコック,2022年06月04日,129,2023年05月,980,全国,3272705,28428,115.12,107.381,0.933,57.78,49.15%
89,4901071235734,スーパーカップ１．５倍　みそラーメン　１２９ｇ,111203,カップ麺,4901071,エースコック,2022年06月04日,129,2023年06月,980,全国,2112135,15663,134.85,76.412,0.567,33.11,47.25%
89,4901071235734,スーパーカップ１．５倍　みそラーメン　１２９ｇ,111203,カップ麺,4901071,エースコック,2022年06月04日,129,2023年07月,980,全国,1985597,14283,139.02,69.668,0.501,31.19,45.75%
89,4901071235734,スーパーカップ１．５倍　みそラーメン　１２９ｇ,111203,カップ麺,4901071,エースコック,2022年06月04日,129,2023年08月,980,全国,3384727,26643,127.04,117.111,0.922,57.67,46.15%
89,4901071235734,スーパーカップ１．５倍　みそラーメン　１２９ｇ,111203,カップ麺,4901071,エースコック,2022年06月04日,129,2023年09月,980,全国,2079454,14667,141.78,72.695,0.513,30.30,48.35%
89,4901071235734,スーパーカップ１．５倍　みそラーメン　１２９ｇ,111203,カップ麺,4901071,エースコック,2022年06月04日,129,2023年10月,980,全国,3500836,27172,128.84,113.103,0.878,53.70,50.55%
89,4901071235734,スーパーカップ１．５倍　みそラーメン　１２９ｇ,111203,カップ麺,4901071,エースコック,2022年06月04日,129,2023年11月,980,全国,4149746,32420,128.00,136.958,1.070,63.44,51.05%
89,4901071235734,スーパーカップ１．５倍　みそラーメン　１２９ｇ,111203,カップ麺,4901071,エースコック,2022年06月04日,129,2023年12月,980,全国,3841233,29092,132.04,121.537,0.920,59.86,48.55%
90,4902105003381,日清　カップヌードル　カレー　ビッグ　１２０ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,120,2023年01月,980,全国,3257455,14357,226.89,129.284,0.570,36.81,38.96%
90,4902105003381,日清　カップヌードル　カレー　ビッグ　１２０ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,120,2023年02月,980,全国,2790464,12366,225.66,117.757,0.522,31.95,38.66%
90,4902105003381,日清　カップヌードル　カレー　ビッグ　１２０ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,120,2023年03月,980,全国,2873474,12661,226.95,109.266,0.481,32.89,38.46%
90,4902105003381,日清　カップヌードル　カレー　ビッグ　１２０ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,120,2023年04月,980,全国,2691155,11874,226.64,102.498,0.452,31.00,38.26%
90,4902105003381,日清　カップヌードル　カレー　ビッグ　１２０ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,120,2023年05月,980,全国,2701723,11860,227.80,99.524,0.437,30.97,38.26%
90,4902105003381,日清　カップヌードル　カレー　ビッグ　１２０ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,120,2023年06月,980,全国,2434166,9715,250.56,92.956,0.371,25.30,38.36%
90,4902105003381,日清　カップヌードル　カレー　ビッグ　１２０ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,120,2023年07月,980,全国,2552289,9943,256.69,91.664,0.357,25.83,38.46%
90,4902105003381,日清　カップヌードル　カレー　ビッグ　１２０ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,120,2023年08月,980,全国,3022286,11798,256.17,107.838,0.421,30.64,38.46%
90,4902105003381,日清　カップヌードル　カレー　ビッグ　１２０ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,120,2023年09月,980,全国,2578220,10076,255.88,95.213,0.372,25.51,39.46%
90,4902105003381,日清　カップヌードル　カレー　ビッグ　１２０ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,120,2023年10月,980,全国,2865422,11379,251.82,101.798,0.404,28.59,39.76%
90,4902105003381,日清　カップヌードル　カレー　ビッグ　１２０ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,120,2023年11月,980,全国,2815028,11023,255.38,110.098,0.431,29.01,37.96%
90,4902105003381,日清　カップヌードル　カレー　ビッグ　１２０ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,120,2023年12月,980,全国,3232707,12627,256.02,115.633,0.452,33.67,37.46%
91,4902220296361,ＣＯＯＰ　コープヌードルしょうゆ　７１ｇ,111203,カップ麺,4902220,日本生活協同組合連合会,2014年05月29日,71,2023年01月,980,全国,2740632,27499,99.66,655.987,6.582,371.61,7.39%
91,4902220296361,ＣＯＯＰ　コープヌードルしょうゆ　７１ｇ,111203,カップ麺,4902220,日本生活協同組合連合会,2014年05月29日,71,2023年02月,980,全国,2767889,28731,96.34,678.461,7.042,388.26,7.39%
91,4902220296361,ＣＯＯＰ　コープヌードルしょうゆ　７１ｇ,111203,カップ麺,4902220,日本生活協同組合連合会,2014年05月29日,71,2023年03月,980,全国,3118659,32748,95.23,690.179,7.247,442.54,7.39%
91,4902220296361,ＣＯＯＰ　コープヌードルしょうゆ　７１ｇ,111203,カップ麺,4902220,日本生活協同組合連合会,2014年05月29日,71,2023年04月,980,全国,2742652,27983,98.01,608.082,6.204,378.15,7.39%
91,4902220296361,ＣＯＯＰ　コープヌードルしょうゆ　７１ｇ,111203,カップ麺,4902220,日本生活協同組合連合会,2014年05月29日,71,2023年05月,980,全国,1532476,15574,98.40,326.839,3.322,210.46,7.39%
91,4902220296361,ＣＯＯＰ　コープヌードルしょうゆ　７１ｇ,111203,カップ麺,4902220,日本生活協同組合連合会,2014年05月29日,71,2023年06月,980,全国,2999075,31777,94.38,655.652,6.947,429.42,7.39%
91,4902220296361,ＣＯＯＰ　コープヌードルしょうゆ　７１ｇ,111203,カップ麺,4902220,日本生活協同組合連合会,2014年05月29日,71,2023年07月,980,全国,3008602,31841,94.49,633.159,6.701,430.28,7.39%
91,4902220296361,ＣＯＯＰ　コープヌードルしょうゆ　７１ｇ,111203,カップ麺,4902220,日本生活協同組合連合会,2014年05月29日,71,2023年08月,980,全国,3219299,32874,97.93,676.300,6.906,444.24,7.39%
91,4902220296361,ＣＯＯＰ　コープヌードルしょうゆ　７１ｇ,111203,カップ麺,4902220,日本生活協同組合連合会,2014年05月29日,71,2023年09月,980,全国,2622369,26669,98.33,582.832,5.927,360.39,7.39%
91,4902220296361,ＣＯＯＰ　コープヌードルしょうゆ　７１ｇ,111203,カップ麺,4902220,日本生活協同組合連合会,2014年05月29日,71,2023年10月,980,全国,3160545,31743,99.57,684.813,6.878,428.96,7.39%
91,4902220296361,ＣＯＯＰ　コープヌードルしょうゆ　７１ｇ,111203,カップ麺,4902220,日本生活協同組合連合会,2014年05月29日,71,2023年11月,980,全国,4323251,44777,96.55,993.497,10.290,605.09,7.39%
91,4902220296361,ＣＯＯＰ　コープヌードルしょうゆ　７１ｇ,111203,カップ麺,4902220,日本生活協同組合連合会,2014年05月29日,71,2023年12月,980,全国,1504432,12500,120.35,317.022,2.634,168.92,7.39%
92,4902220297535,ＣＯＯＰ　コープヌードルシーフード　７２ｇ,111203,カップ麺,4902220,日本生活協同組合連合会,2014年05月29日,72,2023年01月,980,全国,2678094,26973,99.29,641.018,6.456,364.50,7.39%
92,4902220297535,ＣＯＯＰ　コープヌードルシーフード　７２ｇ,111203,カップ麺,4902220,日本生活協同組合連合会,2014年05月29日,72,2023年02月,980,全国,2693476,28037,96.07,660.221,6.872,378.88,7.39%
92,4902220297535,ＣＯＯＰ　コープヌードルシーフード　７２ｇ,111203,カップ麺,4902220,日本生活協同組合連合会,2014年05月29日,72,2023年03月,980,全国,3059985,32239,94.92,677.194,7.135,435.66,7.39%
92,4902220297535,ＣＯＯＰ　コープヌードルシーフード　７２ｇ,111203,カップ麺,4902220,日本生活協同組合連合会,2014年05月29日,72,2023年04月,980,全国,2726158,27962,97.50,604.425,6.200,377.86,7.39%
92,4902220297535,ＣＯＯＰ　コープヌードルシーフード　７２ｇ,111203,カップ麺,4902220,日本生活協同組合連合会,2014年05月29日,72,2023年05月,980,全国,1334139,12813,104.12,284.539,2.733,173.15,7.39%
92,4902220297535,ＣＯＯＰ　コープヌードルシーフード　７２ｇ,111203,カップ麺,4902220,日本生活協同組合連合会,2014年05月29日,72,2023年06月,980,全国,2917300,30624,95.26,637.774,6.695,413.84,7.39%
92,4902220297535,ＣＯＯＰ　コープヌードルシーフード　７２ｇ,111203,カップ麺,4902220,日本生活協同組合連合会,2014年05月29日,72,2023年07月,980,全国,3531430,40859,86.43,743.188,8.599,552.15,7.39%
92,4902220297535,ＣＯＯＰ　コープヌードルシーフード　７２ｇ,111203,カップ麺,4902220,日本生活協同組合連合会,2014年05月29日,72,2023年08月,980,全国,3128876,31907,98.06,657.305,6.703,431.18,7.39%
92,4902220297535,ＣＯＯＰ　コープヌードルシーフード　７２ｇ,111203,カップ麺,4902220,日本生活協同組合連合会,2014年05月29日,72,2023年09月,980,全国,2593932,26376,98.34,576.511,5.862,356.43,7.39%
92,4902220297535,ＣＯＯＰ　コープヌードルシーフード　７２ｇ,111203,カップ麺,4902220,日本生活協同組合連合会,2014年05月29日,72,2023年10月,980,全国,3035097,30430,99.74,657.631,6.593,411.22,7.39%
92,4902220297535,ＣＯＯＰ　コープヌードルシーフード　７２ｇ,111203,カップ麺,4902220,日本生活協同組合連合会,2014年05月29日,72,2023年11月,980,全国,4282655,44452,96.34,984.168,10.215,600.70,7.39%
92,4902220297535,ＣＯＯＰ　コープヌードルシーフード　７２ｇ,111203,カップ麺,4902220,日本生活協同組合連合会,2014年05月29日,72,2023年12月,980,全国,1465056,12240,119.69,308.724,2.579,165.41,7.39%
93,49698541,日清　チキンラーメンどんぶりミニ　３８ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,38,2023年01月,980,全国,3038764,27023,112.45,67.454,0.600,35.93,75.12%
93,49698541,日清　チキンラーメンどんぶりミニ　３８ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,38,2023年02月,980,全国,2703790,23944,112.92,63.636,0.564,32.01,74.73%
93,49698541,日清　チキンラーメンどんぶりミニ　３８ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,38,2023年03月,980,全国,2808599,24656,113.91,58.673,0.515,32.61,75.52%
93,49698541,日清　チキンラーメンどんぶりミニ　３８ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,38,2023年04月,980,全国,2737082,24240,112.92,58.121,0.515,32.15,75.32%
93,49698541,日清　チキンラーメンどんぶりミニ　３８ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,38,2023年05月,980,全国,2497815,21931,113.89,51.680,0.454,29.32,74.73%
93,49698541,日清　チキンラーメンどんぶりミニ　３８ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,38,2023年06月,980,全国,2272495,18211,124.79,49.290,0.395,24.51,74.23%
93,49698541,日清　チキンラーメンどんぶりミニ　３８ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,38,2023年07月,980,全国,2273260,17841,127.42,46.489,0.365,24.01,74.23%
93,49698541,日清　チキンラーメンどんぶりミニ　３８ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,38,2023年08月,980,全国,2834923,22581,125.54,56.866,0.453,30.11,74.93%
93,49698541,日清　チキンラーメンどんぶりミニ　３８ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,38,2023年09月,980,全国,2629206,20805,126.37,55.496,0.439,27.70,75.02%
93,49698541,日清　チキンラーメンどんぶりミニ　３８ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,38,2023年10月,980,全国,2985068,23845,125.19,60.608,0.484,31.58,75.42%
93,49698541,日清　チキンラーメンどんぶりミニ　３８ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,38,2023年11月,980,全国,3124608,24970,125.13,68.096,0.544,33.34,74.83%
93,49698541,日清　チキンラーメンどんぶりミニ　３８ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,38,2023年12月,980,全国,3501762,28137,124.45,68.963,0.554,37.62,74.73%
94,4901990371063,マルちゃん　ＱＴＴＡ　シーフード味　７９ｇ,111203,カップ麺,4901990,東洋水産,2022年03月11日,79,2023年01月,980,全国,4317432,37775,114.29,134.459,1.176,67.82,55.64%
94,4901990371063,マルちゃん　ＱＴＴＡ　シーフード味　７９ｇ,111203,カップ麺,4901990,東洋水産,2022年03月11日,79,2023年02月,980,全国,5202407,46196,112.62,169.074,1.501,82.79,55.74%
94,4901990371063,マルちゃん　ＱＴＴＡ　シーフード味　７９ｇ,111203,カップ麺,4901990,東洋水産,2022年03月11日,79,2023年03月,980,全国,3582461,30370,117.96,105.372,0.893,55.32,54.85%
94,4901990371063,マルちゃん　ＱＴＴＡ　シーフード味　７９ｇ,111203,カップ麺,4901990,東洋水産,2022年03月11日,79,2023年04月,980,全国,3949143,34095,115.83,115.512,0.997,62.22,54.75%
94,4901990371063,マルちゃん　ＱＴＴＡ　シーフード味　７９ｇ,111203,カップ麺,4901990,東洋水産,2022年03月11日,79,2023年05月,980,全国,3884160,34119,113.84,113.944,1.001,63.77,53.45%
94,4901990371063,マルちゃん　ＱＴＴＡ　シーフード味　７９ｇ,111203,カップ麺,4901990,東洋水産,2022年03月11日,79,2023年06月,980,全国,2772337,22312,124.25,85.758,0.690,42.50,52.45%
94,4901990371063,マルちゃん　ＱＴＴＡ　シーフード味　７９ｇ,111203,カップ麺,4901990,東洋水産,2022年03月11日,79,2023年07月,980,全国,2867915,22816,125.70,82.387,0.655,42.65,53.45%
94,4901990371063,マルちゃん　ＱＴＴＡ　シーフード味　７９ｇ,111203,カップ麺,4901990,東洋水産,2022年03月11日,79,2023年08月,980,全国,2630942,20505,128.31,76.815,0.599,39.58,51.75%
94,4901990371063,マルちゃん　ＱＴＴＡ　シーフード味　７９ｇ,111203,カップ麺,4901990,東洋水産,2022年03月11日,79,2023年09月,980,全国,1906766,14876,128.18,59.398,0.463,29.00,51.25%
94,4901990371063,マルちゃん　ＱＴＴＡ　シーフード味　７９ｇ,111203,カップ麺,4901990,東洋水産,2022年03月11日,79,2023年10月,980,全国,861988,7382,116.77,35.080,0.300,19.32,38.16%
94,4901990371063,マルちゃん　ＱＴＴＡ　シーフード味　７９ｇ,111203,カップ麺,4901990,東洋水産,2022年03月11日,79,2023年11月,980,全国,147461,1249,118.06,23.552,0.199,11.05,11.29%
94,4901990371063,マルちゃん　ＱＴＴＡ　シーフード味　７９ｇ,111203,カップ麺,4901990,東洋水産,2022年03月11日,79,2023年12月,980,全国,930869,9824,94.75,255.702,2.699,151.14,6.49%
95,4901734047414,サンヨー　天下一品　京都　濃厚鶏白湯　１３８ｇ,111203,カップ麺,4901734,サンヨー食品,2022年08月01日,138,2023年01月,980,全国,5172191,18566,278.58,150.279,0.539,31.68,58.54%
95,4901734047414,サンヨー　天下一品　京都　濃厚鶏白湯　１３８ｇ,111203,カップ麺,4901734,サンヨー食品,2022年08月01日,138,2023年02月,980,全国,3979859,15071,264.07,120.066,0.455,25.41,59.24%
95,4901734047414,サンヨー　天下一品　京都　濃厚鶏白湯　１３８ｇ,111203,カップ麺,4901734,サンヨー食品,2022年08月01日,138,2023年03月,980,全国,3991838,15083,264.66,108.182,0.409,25.39,59.34%
95,4901734047414,サンヨー　天下一品　京都　濃厚鶏白湯　１３８ｇ,111203,カップ麺,4901734,サンヨー食品,2022年08月01日,138,2023年04月,980,全国,3135230,10004,313.40,86.021,0.274,17.07,58.54%
95,4901734047414,サンヨー　天下一品　京都　濃厚鶏白湯　１３８ｇ,111203,カップ麺,4901734,サンヨー食品,2022年08月01日,138,2023年05月,980,全国,2984281,9323,320.10,82.124,0.257,16.38,56.84%
95,4901734047414,サンヨー　天下一品　京都　濃厚鶏白湯　１３８ｇ,111203,カップ麺,4901734,サンヨー食品,2022年08月01日,138,2023年06月,980,全国,2912255,9074,320.95,84.511,0.263,16.06,56.44%
95,4901734047414,サンヨー　天下一品　京都　濃厚鶏白湯　１３８ｇ,111203,カップ麺,4901734,サンヨー食品,2022年08月01日,138,2023年07月,980,全国,2531974,7772,325.78,69.953,0.215,13.93,55.74%
95,4901734047414,サンヨー　天下一品　京都　濃厚鶏白湯　１３８ｇ,111203,カップ麺,4901734,サンヨー食品,2022年08月01日,138,2023年08月,980,全国,3664783,11472,319.45,99.674,0.312,20.41,56.14%
95,4901734047414,サンヨー　天下一品　京都　濃厚鶏白湯　１３８ｇ,111203,カップ麺,4901734,サンヨー食品,2022年08月01日,138,2023年09月,980,全国,2777072,9028,307.61,79.982,0.260,16.15,55.84%
95,4901734047414,サンヨー　天下一品　京都　濃厚鶏白湯　１３８ｇ,111203,カップ麺,4901734,サンヨー食品,2022年08月01日,138,2023年10月,980,全国,1178784,4390,268.52,45.980,0.171,10.68,41.06%
95,4901734047414,サンヨー　天下一品　京都　濃厚鶏白湯　１３８ｇ,111203,カップ麺,4901734,サンヨー食品,2022年08月01日,138,2023年11月,980,全国,226492,835,271.25,34.958,0.129,6.79,12.29%
95,4901734047414,サンヨー　天下一品　京都　濃厚鶏白湯　１３８ｇ,111203,カップ麺,4901734,サンヨー食品,2022年08月01日,138,2023年12月,980,全国,119230,642,185.72,41.848,0.225,13.96,4.60%
96,4902105261361,日清　日清ラ王　背脂醤油　１１２ｇ,111203,カップ麺,4902105,日清食品,2020年03月25日,112,2023年01月,980,全国,3531358,16570,213.12,136.181,0.639,38.71,42.76%
96,4902105261361,日清　日清ラ王　背脂醤油　１１２ｇ,111203,カップ麺,4902105,日清食品,2020年03月25日,112,2023年02月,980,全国,2497373,11290,221.20,101.323,0.458,26.50,42.56%
96,4902105261361,日清　日清ラ王　背脂醤油　１１２ｇ,111203,カップ麺,4902105,日清食品,2020年03月25日,112,2023年03月,980,全国,2438869,10927,223.20,88.710,0.397,25.59,42.66%
96,4902105261361,日清　日清ラ王　背脂醤油　１１２ｇ,111203,カップ麺,4902105,日清食品,2020年03月25日,112,2023年04月,980,全国,2516632,11456,219.68,90.329,0.411,26.28,43.56%
96,4902105261361,日清　日清ラ王　背脂醤油　１１２ｇ,111203,カップ麺,4902105,日清食品,2020年03月25日,112,2023年05月,980,全国,2628650,12432,211.44,91.528,0.433,28.58,43.46%
96,4902105261361,日清　日清ラ王　背脂醤油　１１２ｇ,111203,カップ麺,4902105,日清食品,2020年03月25日,112,2023年06月,980,全国,2221851,9099,244.19,81.690,0.335,21.21,42.86%
96,4902105261361,日清　日清ラ王　背脂醤油　１１２ｇ,111203,カップ麺,4902105,日清食品,2020年03月25日,112,2023年07月,980,全国,2229899,8753,254.76,77.631,0.305,20.60,42.46%
96,4902105261361,日清　日清ラ王　背脂醤油　１１２ｇ,111203,カップ麺,4902105,日清食品,2020年03月25日,112,2023年08月,980,全国,3987981,15700,254.01,140.477,0.553,37.47,41.86%
96,4902105261361,日清　日清ラ王　背脂醤油　１１２ｇ,111203,カップ麺,4902105,日清食品,2020年03月25日,112,2023年09月,980,全国,2445756,9517,256.99,86.825,0.338,22.24,42.76%
96,4902105261361,日清　日清ラ王　背脂醤油　１１２ｇ,111203,カップ麺,4902105,日清食品,2020年03月25日,112,2023年10月,980,全国,2559359,10102,253.35,87.521,0.345,23.44,43.06%
96,4902105261361,日清　日清ラ王　背脂醤油　１１２ｇ,111203,カップ麺,4902105,日清食品,2020年03月25日,112,2023年11月,980,全国,2326396,9264,251.12,84.848,0.338,21.64,42.76%
96,4902105261361,日清　日清ラ王　背脂醤油　１１２ｇ,111203,カップ麺,4902105,日清食品,2020年03月25日,112,2023年12月,980,全国,3164159,12855,246.14,103.248,0.419,29.83,43.06%
97,4901870174968,ＣＧＣ　旨みの一杯　関西風おうどん　６２ｇ,111203,カップ麺,4901870,シジシージャパン,2022年02月25日,62,2023年01月,980,全国,3287993,38485,85.44,230.055,2.693,145.23,26.47%
97,4901870174968,ＣＧＣ　旨みの一杯　関西風おうどん　６２ｇ,111203,カップ麺,4901870,シジシージャパン,2022年02月25日,62,2023年02月,980,全国,2658205,30099,88.32,196.909,2.230,115.32,26.07%
97,4901870174968,ＣＧＣ　旨みの一杯　関西風おうどん　６２ｇ,111203,カップ麺,4901870,シジシージャパン,2022年02月25日,62,2023年03月,980,全国,2621951,29332,89.39,177.878,1.990,114.58,25.57%
97,4901870174968,ＣＧＣ　旨みの一杯　関西風おうどん　６２ｇ,111203,カップ麺,4901870,シジシージャパン,2022年02月25日,62,2023年04月,980,全国,3106962,33859,91.76,216.814,2.363,135.44,24.98%
97,4901870174968,ＣＧＣ　旨みの一杯　関西風おうどん　６２ｇ,111203,カップ麺,4901870,シジシージャパン,2022年02月25日,62,2023年05月,980,全国,2115985,22538,93.89,146.966,1.565,93.13,24.18%
97,4901870174968,ＣＧＣ　旨みの一杯　関西風おうどん　６２ｇ,111203,カップ麺,4901870,シジシージャパン,2022年02月25日,62,2023年06月,980,全国,2252589,23957,94.03,153.746,1.635,91.79,26.07%
97,4901870174968,ＣＧＣ　旨みの一杯　関西風おうどん　６２ｇ,111203,カップ麺,4901870,シジシージャパン,2022年02月25日,62,2023年07月,980,全国,2282871,25550,89.35,144.013,1.612,94.98,26.87%
97,4901870174968,ＣＧＣ　旨みの一杯　関西風おうどん　６２ｇ,111203,カップ麺,4901870,シジシージャパン,2022年02月25日,62,2023年08月,980,全国,2207284,23498,93.93,128.733,1.370,83.92,27.97%
97,4901870174968,ＣＧＣ　旨みの一杯　関西風おうどん　６２ｇ,111203,カップ麺,4901870,シジシージャパン,2022年02月25日,62,2023年09月,980,全国,2408787,25857,93.16,154.807,1.662,96.48,26.77%
97,4901870174968,ＣＧＣ　旨みの一杯　関西風おうどん　６２ｇ,111203,カップ麺,4901870,シジシージャパン,2022年02月25日,62,2023年10月,980,全国,3755200,40687,92.29,234.981,2.546,154.12,26.37%
97,4901870174968,ＣＧＣ　旨みの一杯　関西風おうどん　６２ｇ,111203,カップ麺,4901870,シジシージャパン,2022年02月25日,62,2023年11月,980,全国,2667722,27006,98.78,180.723,1.830,102.68,26.27%
97,4901870174968,ＣＧＣ　旨みの一杯　関西風おうどん　６２ｇ,111203,カップ麺,4901870,シジシージャパン,2022年02月25日,62,2023年12月,980,全国,2418393,23495,102.93,148.443,1.442,89.68,26.17%
98,4902105271490,日清　日清の最強どん兵衛　かき揚げそば　１０１ｇ,111203,カップ麺,4902105,日清食品,2022年03月24日,101,2023年01月,980,全国,2868368,13734,208.85,87.735,0.420,27.14,50.55%
98,4902105271490,日清　日清の最強どん兵衛　かき揚げそば　１０１ｇ,111203,カップ麺,4902105,日清食品,2022年03月24日,101,2023年02月,980,全国,1814515,8593,211.16,63.680,0.302,19.05,45.05%
98,4902105271490,日清　日清の最強どん兵衛　かき揚げそば　１０１ｇ,111203,カップ麺,4902105,日清食品,2022年03月24日,101,2023年03月,980,全国,1534143,7117,215.56,50.123,0.233,16.40,43.36%
98,4902105271490,日清　日清の最強どん兵衛　かき揚げそば　１０１ｇ,111203,カップ麺,4902105,日清食品,2022年03月24日,101,2023年04月,980,全国,1432641,6847,209.24,44.149,0.211,14.60,46.85%
98,4902105271490,日清　日清の最強どん兵衛　かき揚げそば　１０１ｇ,111203,カップ麺,4902105,日清食品,2022年03月24日,101,2023年05月,980,全国,1323962,6825,193.99,43.103,0.222,16.17,42.16%
98,4902105271490,日清　日清の最強どん兵衛　かき揚げそば　１０１ｇ,111203,カップ麺,4902105,日清食品,2022年03月24日,101,2023年06月,980,全国,1081430,4947,218.60,38.606,0.177,12.31,40.16%
98,4902105271490,日清　日清の最強どん兵衛　かき揚げそば　１０１ｇ,111203,カップ麺,4902105,日清食品,2022年03月24日,101,2023年07月,980,全国,891828,3680,242.34,30.668,0.127,9.32,39.46%
98,4902105271490,日清　日清の最強どん兵衛　かき揚げそば　１０１ｇ,111203,カップ麺,4902105,日清食品,2022年03月24日,101,2023年08月,980,全国,1010985,4232,238.89,34.694,0.145,10.82,39.06%
98,4902105271490,日清　日清の最強どん兵衛　かき揚げそば　１０１ｇ,111203,カップ麺,4902105,日清食品,2022年03月24日,101,2023年09月,980,全国,1027251,4310,238.34,35.468,0.149,10.62,40.56%
98,4902105271490,日清　日清の最強どん兵衛　かき揚げそば　１０１ｇ,111203,カップ麺,4902105,日清食品,2022年03月24日,101,2023年10月,980,全国,1226163,5051,242.76,37.984,0.156,11.40,44.26%
98,4902105271490,日清　日清の最強どん兵衛　かき揚げそば　１０１ｇ,111203,カップ麺,4902105,日清食品,2022年03月24日,101,2023年11月,980,全国,1563375,6882,227.17,49.957,0.220,14.71,46.75%
98,4902105271490,日清　日清の最強どん兵衛　かき揚げそば　１０１ｇ,111203,カップ麺,4902105,日清食品,2022年03月24日,101,2023年12月,980,全国,15587365,77352,201.51,321.030,1.593,112.76,68.53%
99,4901990369541,マルちゃん　マルちゃん正麺　旨辛担々麺　１２６ｇ,111203,カップ麺,4901990,東洋水産,2021年08月28日,126,2023年01月,980,全国,3290798,15847,207.66,111.426,0.537,34.01,46.55%
99,4901990369541,マルちゃん　マルちゃん正麺　旨辛担々麺　１２６ｇ,111203,カップ麺,4901990,東洋水産,2021年08月28日,126,2023年02月,980,全国,2594576,12471,208.05,96.997,0.466,27.90,44.66%
